run_id,path_id,fee_param,xsol_param,depeg_event,run_duration,sol_pool_activations,xsol_pool_activations,total_pool_activations
52.5,3,1.4,1.4,False,1000,0,12,12
87.1,5,1.2,1.2,False,1000,0,7,7
95.5,5,1.5,1.1,False,1000,0,4,4
72.3,4,1.4,1.3,False,1000,0,2,2
38.4,2,1.6,1.2,False,1000,0,17,17
21.1,1,1.6,1.6,False,1000,0,79,79
71.3,4,1.4,1.2,False,1000,0,1,1
89.3,5,1.3,1.2,False,1000,0,14,14
28.4,2,1.4,1.1,True,976,0,9,9
25.5,2,1.3,1.1,True,116,0,1,1
5.1,1,1.3,1.2,False,1000,0,71,71
6.1,1,1.3,1.3,False,1000,0,65,65
58.3,3,1.6,1.1,False,1000,0,0,0
2.2,1,1.2,1.1,True,484,0,10,10
61.1,3,1.6,1.4,False,1000,0,14,14
26.5,2,1.3,1.2,False,1000,0,25,25
44.1,3,1.2,1.1,True,670,0,5,5
83.1,4,1.6,1.5,False,1000,0,12,12
62.1,3,1.6,1.5,False,1000,0,16,16
94.5,5,1.4,1.4,False,1000,0,0,0
80.2,4,1.6,1.2,False,1000,0,0,0
96.5,5,1.5,1.2,False,1000,0,4,4
46.2,3,1.3,1.1,False,1000,0,0,0
18.3,1,1.6,1.3,False,1000,0,49,49
40.1,2,1.6,1.4,False,1000,0,26,26
53.5,3,1.5,1.1,False,1000,0,3,3
37.5,2,1.6,1.1,True,142,0,4,4
33.2,2,1.5,1.2,False,1000,0,10,10
17.2,1,1.6,1.2,False,1000,0,52,52
31.2,2,1.4,1.4,False,1000,0,21,21
7.1,1,1.4,1.1,True,484,0,7,7
55.5,3,1.5,1.3,False,1000,0,13,13
81.2,4,1.6,1.3,False,1000,0,0,0
60.2,3,1.6,1.3,False,1000,0,4,4
29.4,2,1.4,1.2,False,1000,0,17,17
88.3,5,1.3,1.1,False,1000,0,4,4
70.3,4,1.4,1.1,False,1000,0,0,0
97.5,5,1.5,1.3,False,1000,0,10,10
