"Date","Price","Open","High","Low","Vol.","Change %"
"04/29/2022","98.005","98.368","98.005","98.005","1172.68M","-0.37%"
"04/30/2022","94.095","98.005","94.095","94.095","1226.74M","-3.99%"
"05/01/2022","85.303","94.095","85.303","85.303","1165.7M","-9.34%"
"05/02/2022","89.738","85.303","89.738","89.738","1353.04M","5.2%"
"05/03/2022","87.605","89.738","87.605","87.605","1159.47M","-2.38%"
"05/04/2022","85.881","87.605","85.881","85.881","948.34M","-1.97%"
"05/05/2022","92.821","85.881","92.821","92.821","1327.47M","8.08%"
"05/06/2022","84.622","92.821","84.622","84.622","1637.13M","-8.83%"
"05/07/2022","81.76","84.622","81.76","81.76","1446.02M","-3.38%"
"05/08/2022","79.191","81.76","79.191","79.191","1090.78M","-3.14%"
"05/09/2022","74.922","79.191","74.922","74.922","1351.84M","-5.39%"
"05/10/2022","63.591","74.922","63.591","63.591","2515.61M","-15.12%"
"05/11/2022","66.732","63.591","66.732","66.732","3263.21M","4.94%"
"05/12/2022","50.321","66.732","50.321","50.321","3882.79M","-24.59%"
"05/13/2022","44.649","50.321","44.649","44.649","3786.28M","-11.27%"
"05/14/2022","48.605","44.649","48.605","48.605","2460.64M","8.86%"
"05/15/2022","52.537","48.605","52.537","52.537","1495.5M","8.09%"
"05/16/2022","58.845","52.537","58.845","58.845","1436.23M","12.01%"
"05/17/2022","53.649","58.845","53.649","53.649","1827.4M","-8.83%"
"05/18/2022","57.42","53.649","57.42","57.42","1508.26M","7.03%"
"05/19/2022","49.762","57.42","49.762","49.762","1511.11M","-13.34%"
"05/20/2022","52.332","49.762","52.332","52.332","1653.75M","5.17%"
"05/21/2022","49.585","52.332","49.585","49.585","1528.69M","-5.25%"
"05/22/2022","50.344","49.585","50.344","50.344","834.92M","1.53%"
"05/23/2022","52.767","50.344","52.767","52.767","907.95M","4.81%"
"05/24/2022","49.12","52.767","49.12","49.12","1478.21M","-6.91%"
"05/25/2022","49.637","49.12","49.637","49.637","1373.29M","1.05%"
"05/26/2022","48.056","49.637","48.056","48.056","1161.8M","-3.18%"
"05/27/2022","43.547","48.056","43.547","43.547","2324.63M","-9.38%"
"05/28/2022","40.998","43.547","40.998","40.998","2080.43M","-5.85%"
"05/29/2022","44.465","40.998","44.465","44.465","1266.58M","8.46%"
"05/30/2022","44.929","44.465","44.929","44.929","1285.77M","1.04%"
"05/31/2022","47.194","44.929","47.194","47.194","1756.2M","5.04%"
"06/01/2022","45.972","47.194","45.972","45.972","1569.96M","-2.59%"
"06/02/2022","40.24","45.972","40.24","40.24","1528.21M","-12.47%"
"06/03/2022","40.89","40.24","40.89","40.89","1645.02M","1.61%"
"06/04/2022","38.276","40.89","38.276","38.276","1353.89M","-6.39%"
"06/05/2022","38.978","38.276","38.978","38.978","1126.09M","1.83%"
"06/06/2022","38.463","38.978","38.463","38.463","1070.85M","-1.32%"
"06/07/2022","42.411","38.463","42.411","42.411","2033.44M","10.26%"
"06/08/2022","39.55","42.411","39.55","39.55","1810.98M","-6.75%"
"06/09/2022","38.842","39.55","38.842","38.842","1249.67M","-1.79%"
"06/10/2022","39.968","38.842","39.968","39.968","1272.67M","2.9%"
"06/11/2022","37.085","39.968","37.085","37.085","1271.1M","-7.21%"
"06/12/2022","33.807","37.085","33.807","33.807","1218.26M","-8.84%"
"06/13/2022","30.743","33.807","30.743","30.743","1436.08M","-9.06%"
"06/14/2022","28.193","30.743","28.193","28.193","2782.44M","-8.3%"
"06/15/2022","29.717","28.193","29.717","29.717","2251.27M","5.4%"
"06/16/2022","34.488","29.717","34.488","34.488","2629.57M","16.06%"
"06/17/2022","30.071","34.488","30.071","30.071","1921.58M","-12.81%"
"06/18/2022","30.873","30.071","30.873","30.873","1356.44M","2.67%"
"06/19/2022","31.819","30.873","31.819","31.819","1985.98M","3.07%"
"06/20/2022","34.192","31.819","34.192","34.192","2107.04M","7.46%"
"06/21/2022","35.469","34.192","35.469","35.469","2113.62M","3.73%"
"06/22/2022","36.139","35.469","36.139","36.139","1722.91M","1.89%"
"06/23/2022","34.23","36.139","34.23","34.23","1510.46M","-5.28%"
"06/24/2022","38.212","34.23","38.212","38.212","1701.45M","11.63%"
"06/25/2022","42.477","38.212","42.477","42.477","1721.98M","11.16%"
"06/26/2022","42.386","42.477","42.386","42.386","1289.45M","-0.21%"
"06/27/2022","39.498","42.386","39.498","39.498","1153.55M","-6.81%"
"06/28/2022","38.501","39.498","38.501","38.501","1122.61M","-2.53%"
"06/29/2022","35.326","38.501","35.326","35.326","1243.12M","-8.25%"
"06/30/2022","33.915","35.326","33.915","33.915","1300.63M","-3.99%"
"07/01/2022","33.315","33.915","33.315","33.315","1194.36M","-1.77%"
"07/02/2022","33.038","33.315","33.038","33.038","1323.59M","-0.83%"
"07/03/2022","33.422","33.038","33.422","33.422","649.7M","1.16%"
"07/04/2022","33.448","33.422","33.448","33.448","567.55M","0.08%"
"07/05/2022","36.779","33.448","36.779","36.779","986.92M","9.96%"
"07/06/2022","35.322","36.779","35.322","35.322","1434.57M","-3.96%"
"07/07/2022","37.093","35.322","37.093","37.093","1290.65M","5.01%"
"07/08/2022","38.547","37.093","38.547","38.547","1133.09M","3.92%"
"07/09/2022","38.594","38.547","38.594","38.594","1426.35M","0.12%"
"07/10/2022","38.06","38.594","38.06","38.06","623.42M","-1.38%"
"07/11/2022","36.727","38.06","36.727","36.727","648.5M","-3.5%"
"07/12/2022","33.509","36.727","33.509","33.509","789.92M","-8.76%"
"07/13/2022","32.819","33.509","32.819","32.819","821.87M","-2.06%"
"07/14/2022","34.946","32.819","34.946","34.946","1220.53M","6.48%"
"07/15/2022","37.176","34.946","37.176","37.176","1328.29M","6.38%"
"07/16/2022","37.44","37.176","37.44","37.44","1325.3M","0.71%"
"07/17/2022","39.601","37.44","39.601","39.601","1064.14M","5.77%"
"07/18/2022","38.624","39.601","38.624","38.624","1087.71M","-2.47%"
"07/19/2022","43.681","38.624","43.681","43.681","1523.09M","13.09%"
"07/20/2022","44.927","43.681","44.927","44.927","2407.64M","2.85%"
"07/21/2022","42.191","44.927","42.191","42.191","2006.72M","-6.09%"
"07/22/2022","43.186","42.191","43.186","43.186","1862.7M","2.36%"
"07/23/2022","40.575","43.186","40.575","40.575","1394.89M","-6.05%"
"07/24/2022","40.126","40.575","40.126","40.126","992.24M","-1.11%"
"07/25/2022","40.985","40.126","40.985","40.985","868.44M","2.14%"
"07/26/2022","36.7","40.985","36.7","36.7","1165.28M","-10.46%"
"07/27/2022","36.228","36.7","36.228","36.228","1096.64M","-1.29%"
"07/28/2022","40.295","36.228","40.295","40.295","1502.67M","11.23%"
"07/29/2022","42.831","40.295","42.831","42.831","1933.18M","6.29%"
"07/30/2022","42.14","42.831","42.14","42.14","1636.82M","-1.61%"
"07/31/2022","43.803","42.14","43.803","43.803","1727.84M","3.95%"
"08/01/2022","42.48","43.803","42.48","42.48","1063.14M","-3.02%"
"08/02/2022","41.701","42.48","41.701","41.701","992.13M","-1.83%"
"08/03/2022","40.212","41.701","40.212","40.212","1118.39M","-3.57%"
"08/04/2022","38.634","40.212","38.634","38.634","2172.4M","-3.92%"
"08/05/2022","38.945","38.634","38.945","38.945","1243.1M","0.8%"
"08/06/2022","40.497","38.945","40.497","40.497","1158.1M","3.99%"
"08/07/2022","40.176","40.497","40.176","40.176","656.06M","-0.79%"
"08/08/2022","40.646","40.176","40.646","40.646","582.2M","1.17%"
"08/09/2022","42.157","40.646","42.157","42.157","1163.07M","3.72%"
"08/10/2022","40.49","42.157","40.49","40.49","874.68M","-3.95%"
"08/11/2022","42.296","40.49","42.296","42.296","1417.79M","4.46%"
"08/12/2022","42.753","42.296","42.753","42.753","1782.05M","1.08%"
"08/13/2022","45.341","42.753","45.341","45.341","1081.17M","6.05%"
"08/14/2022","46.628","45.341","46.628","46.628","1223.89M","2.84%"
"08/15/2022","44.978","46.628","44.978","44.978","1000.63M","-3.54%"
"08/16/2022","43.903","44.978","43.903","43.903","1018.59M","-2.39%"
"08/17/2022","43.252","43.903","43.252","43.252","1075.54M","-1.48%"
"08/18/2022","40.556","43.252","40.556","40.556","1249.88M","-6.23%"
"08/19/2022","39.619","40.556","39.619","39.619","824.97M","-2.31%"
"08/20/2022","35.99","39.619","35.99","35.99","1786.76M","-9.16%"
"08/21/2022","35.232","35.99","35.232","35.232","1200.54M","-2.11%"
"08/22/2022","36.533","35.232","36.533","36.533","991.22M","3.69%"
"08/23/2022","35.49","36.533","35.49","35.49","1122.99M","-2.85%"
"08/24/2022","35.705","35.49","35.705","35.705","827.9M","0.61%"
"08/25/2022","34.982","35.705","34.982","34.982","908.13M","-2.03%"
"08/26/2022","35.347","34.982","35.347","35.347","656.36M","1.05%"
"08/27/2022","31.786","35.347","31.786","31.786","1248.9M","-10.07%"
