day,pSOL,nSOL,value of SOL in $,daily mint of fSOL,daily burn of fSOL,daily mint of xSOL,daily burn of xSOL,pX,nX,Marketcap xSOL,pF,nF,Marketcap fSOL,Total mcap,fSOL adjustment,Collaterization ratio
145,87.97,39576.96273212742,3481585.4115452487,98044,0,8878,0,5.788449410656999,421155.0,2437834.4115452482,1,1043751.0,1043751.0,3481585.4115452482,0.0,3.5234502416471862
146,96.72,37924.2309028166,3668031.612920421,0,24022,0,20547,6.610708255752309,400608.0,2648302.612920421,1,1019729.0,1019729.0,3668031.612920421,0.0,3.6674301010982155
147,94.2,39748.48192922434,3744306.997732933,125640,0,7251,0,6.372148212330567,407859.0,2598937.9977329327,1,1145369.0,1145369.0,3744306.9977329327,0.0,3.503345056427074
148,110.241,41320.979989540705,4555266.155026956,121694,0,6510,0,7.935446799898054,414369.0,3288203.155026957,1,1267063.0,1267063.0,4555266.155026957,0.0,3.8257647940180157
149,108.32,41689.74678518477,4515833.371771214,30536,0,1215,0,7.743884200958685,415584.0,3218234.371771214,1,1297599.0,1297599.0,4515833.3717712145,0.0,3.532490927812626
150,111.06,41558.97519249081,4615539.7848780295,0,42966,3547,0,8.018750187597742,419131.0,3360906.7848780295,1,1254633.0,1254633.0,4615539.7848780295,0.0,3.5681772858661422
151,128.071,39257.39225772246,5027733.483838773,0,88117,0,21292,9.705477552072004,397839.0,3861217.4838387743,1,1166516.0,1166516.0,5027733.483838774,0.0,4.2422760375962465
152,146.14,41092.86930394679,6005311.920078783,99540,0,14684,0,11.488464691856654,412523.0,4739255.920078782,1,1266056.0,1266056.0,6005311.920078782,0.0,4.918128259315397
153,139.09,37327.663027695016,5191904.6505221,0,93010,0,39930,10.786189355468565,372593.0,4018858.650522099,1,1173046.0,1173046.0,5191904.650522099,0.0,4.514497930175252
154,142.13,37647.429614615496,5350829.1711253,0,68631,10286,0,11.090747131927579,382879.0,4246414.171125299,1,1104415.0,1104415.0,5350829.171125299,0.0,4.522738874797998
155,164.17,31040.327834708674,5095890.620624123,265468,0,0,101838,13.25787917287557,281041.0,3726007.620624123,1,1369883.0,1369883.0,5095890.620624123,0.0,5.596246447061499
156,173.03,31253.25069138997,5407749.967131207,4326,0,2284,0,14.236445661806078,283325.0,4033540.967131207,1,1374209.0,1374209.0,5407749.967131207,0.0,3.9207055823304926
157,190.69,32017.80076217474,6105474.427339101,0,10356,9648,0,16.184499688841978,292973.0,4741621.427339101,1,1363853.0,1363853.0,6105474.427339101,0.0,4.336809302181221
158,192.1,29821.494677088216,5728709.1274686465,252416,0,0,41272,16.33859272497386,251701.0,4112440.1274686456,1,1616269.0,1616269.0,5728709.127468646,0.0,4.509737872346776
159,179.15,30749.93363967566,5508850.611547895,108756,0,3889,0,14.804278772831072,255590.0,3783825.611547894,1,1725025.0,1725025.0,5508850.611547894,0.0,3.3054650998072437
160,178.35,30410.598821903353,5423730.299886463,0,5277,0,3756,14.70803108351717,251834.0,3703982.299886463,1,1719748.0,1719748.0,5423730.299886463,0.0,3.1792296718228163
161,174.37,30065.569752169864,5242533.397685859,0,8318,0,3644,14.227420112356901,248190.0,3531103.3976858594,1,1711430.0,1711430.0,5242533.397685859,0.0,3.083414614568697
162,169.47,29504.731663714858,5000166.875049757,0,4053,0,6674,13.633837406423414,241516.0,3292789.8750497573,1,1707377.0,1707377.0,5000166.875049757,0.0,2.9771665250113806
163,158.0,29812.76916011439,4710417.527298073,0,46512,7781,0,12.232608203460423,249297.0,3049552.527298073,1,1660865.0,1660865.0,4710417.527298072,0.0,2.7303563318862487
164,158.619,28766.903112504842,4562977.404802405,0,107770,0,4723,12.306632777001663,244574.0,3009882.404802405,1,1553095.0,1553095.0,4562977.404802404,0.0,2.8472342010989355
165,152.211,27726.52901072836,4220282.707251975,0,47483,0,9597,11.552920955038047,234977.0,2714670.7072519753,1,1505612.0,1505612.0,4220282.707251975,0.0,2.8192989415698815
166,147.416,26608.141773201307,3922465.827638244,85902,0,0,22824,10.987126402352283,212153.0,2330951.827638244,1,1591514.0,1591514.0,3922465.827638244,0.0,2.7147326141433066
167,169.399,26603.708524241676,4506641.620298016,19508,0,0,1474,13.744225197091385,210679.0,2895619.620298016,1,1611022.0,1611022.0,4506641.620298016,0.0,2.8321413498332584
168,152.704,26371.63293768106,4027053.836115649,32760,0,0,5861,11.63604681285653,204818.0,2383271.836115649,1,1643782.0,1643782.0,4027053.836115649,0.0,2.5216866724885203
169,132.502,26839.428311478223,3556277.9301274875,46760,0,1685,0,9.034909566095832,206503.0,1865735.9301274878,1,1690542.0,1690542.0,3556277.9301274875,0.0,2.125764917433465
170,123.881,26470.163514801963,3279150.326377182,30661,0,0,9654,7.914428452149528,196849.0,1557947.3263771823,1,1721203.0,1721203.0,3279150.3263771823,0.0,1.9667628598722977
171,148.048,25154.344950132796,3724050.46117726,0,71954,0,11004,11.164150023822327,185845.0,2074801.4611772604,1,1649249.0,1649249.0,3724050.4611772606,0.0,2.2768114905908257
172,149.87,25225.964195808443,3780615.2540258113,0,84261,8325,0,11.410759921851016,194170.0,2215627.254025812,1,1564988.0,1564988.0,3780615.254025812,0.0,2.28581716749648
173,139.268,24587.627851592428,3424269.7556355745,0,13208,0,7544,10.033380963186127,186626.0,1872489.7556355742,1,1551780.0,1551780.0,3424269.7556355745,0.0,2.244854006306662
174,136.086,23986.605718240706,3264241.225772505,0,13684,0,7084,9.614158390641215,179542.0,1726145.2257725052,1,1538096.0,1538096.0,3264241.225772505,0.0,2.1562540590881487
175,135.753,22686.69892591223,3079787.4392893626,0,16892,0,16675,9.56966997175218,162867.0,1558583.4392893624,1,1521204.0,1521204.0,3079787.439289362,0.0,2.1170679112801345
176,136.374,23254.299918530935,3171281.8970897375,24973,0,5430,0,9.656172701175528,168297.0,1625104.897089738,1,1546177.0,1546177.0,3171281.897089738,0.0,2.033833647112652
177,132.104,24179.7164775563,3194237.2655510977,43847,0,8648,0,9.066168953918437,176945.0,1604213.265551098,1,1590024.0,1590024.0,3194237.2655510977,0.0,1.986826887502279
178,135.283,23715.641613486674,3208323.1443973174,0,22993,0,4188,9.500582577825023,172757.0,1641292.1443973174,1,1567031.0,1567031.0,3208323.1443973174,0.0,2.057267427556596
179,141.36,23166.59079694114,3274829.2750555994,0,9218,0,6618,10.334817683118349,166139.0,1717016.2750555994,1,1557813.0,1557813.0,3274829.2750555994,0.0,2.13935978195867
180,161.623,22771.331846152614,3680370.9669707236,0,49604,0,1085,13.160310970777585,165054.0,2172161.9669707236,1,1508209.0,1508209.0,3680370.9669707236,0.0,2.4035323266489734
181,169.08,22036.4234364385,3725918.474633022,0,14534,0,7733,14.18910046740754,157321.0,2232243.4746330217,1,1493675.0,1493675.0,3725918.4746330217,0.0,2.552813826563483
182,172.745,22203.40954631687,3835527.982078508,38285,0,0,642,14.702467989191328,156679.0,2303567.982078508,1,1531960.0,1531960.0,3835527.982078508,0.0,2.54853429730535
183,167.116,21502.010055919913,3593329.9125051126,0,36484,0,5806,13.904767006058822,150873.0,2097853.9125051126,1,1495476.0,1495476.0,3593329.9125051126,0.0,2.422089995654123
184,164.619,22842.772467123585,3760354.3607654176,113638,0,7903,0,13.548901350112216,158776.0,2151240.360765417,1,1609114.0,1609114.0,3760354.360765417,0.0,2.366898160448901
185,153.895,21871.453290983278,3365907.3042158717,0,382867,19439,0,12.006061802967604,178215.0,2139660.3042158717,1,1226247.0,1226247.0,3365907.3042158717,0.0,2.18467334746201
186,154.209,22375.20010118931,3450457.232404303,72202,0,455,0,12.044597483653119,178670.0,2152008.232404303,1,1298449.0,1298449.0,3450457.232404303,0.0,2.750485783491613
187,158.589,21203.005909821804,3362563.5042327303,37744,0,0,17759,12.593113610832887,160911.0,2026370.5042327307,1,1336193.0,1336193.0,3362563.5042327307,0.0,2.732845578723163
188,156.755,21515.359096140666,3372640.11511553,51742,0,0,225,12.351450127052326,160686.0,1984705.11511553,1,1387935.0,1387935.0,3372640.11511553,0.0,2.487422993081177
189,147.738,21446.524511540727,3168466.638286004,0,7116,0,274,11.144101677468043,160412.0,1787647.6382860038,1,1380819.0,1380819.0,3168466.638286004,0.0,2.2901909110625716
190,144.889,20850.601513833364,3021022.8027378027,0,5468,0,7514,10.763200321376361,152898.0,1645671.802737803,1,1375351.0,1375351.0,3021022.802737803,0.0,2.250378572392634
191,152.518,21271.876498693782,3244344.0598277785,109920,0,0,3869,11.803562124336729,149029.0,1759073.0598277783,1,1485271.0,1485271.0,3244344.0598277785,0.0,2.3122039695225705
192,148.125,19913.139395463684,2949633.772953058,0,71850,0,11579,11.176520719920394,137450.0,1536212.7729530581,1,1413421.0,1413421.0,2949633.772953058,0.0,2.121428820982175
193,149.98,21139.739430058395,3170538.1197201577,33197,0,13173,0,11.44526479833862,150623.0,1723920.119720158,1,1446618.0,1446618.0,3170538.119720158,0.0,2.1130099570698633
194,163.171,20516.261124407625,3347658.8439307166,0,87945,0,1037,13.296604253945665,149586.0,1988985.8439307162,1,1358673.0,1358673.0,3347658.843930716,0.0,2.3844528566228664
195,157.403,19538.64506817617,3075441.3496661335,0,15919,0,11032,12.50550218446334,138554.0,1732687.3496661338,1,1342754.0,1342754.0,3075441.3496661335,0.0,2.376819918968827
196,160.077,20507.624647223318,3282799.030653567,103362,0,4017,0,12.882585032394855,142571.0,1836683.0306535668,1,1446116.0,1446116.0,3282799.030653567,0.0,2.3293080389843834
197,157.217,19880.589767109224,3125566.6814156114,0,27370,0,5710,12.471198379491684,136861.0,1706820.6814156114,1,1418746.0,1418746.0,3125566.6814156114,0.0,2.2295218531310828
198,155.857,19312.801758825735,3010035.3437253027,0,3106,0,6957,12.273643180543342,129904.0,1594395.3437253023,1,1415640.0,1415640.0,3010035.3437253023,0.0,2.1839914116637806
199,176.81,19580.67272976866,3462058.7453503967,97391,0,0,3251,15.388721509560739,126653.0,1949027.7453503963,1,1513031.0,1513031.0,3462058.7453503963,0.0,2.412122064209812
200,190.429,19582.765382569705,3729126.4290373665,0,69351,3987,0,17.4942316980815,130640.0,2285446.429037367,1,1443680.0,1443680.0,3729126.429037367,0.0,2.4644094716216096
201,196.174,19142.080997759447,3755178.597654462,0,80779,0,309,18.355399695041562,130331.0,2392277.597654462,1,1362901.0,1362901.0,3755178.597654462,0.0,2.6609978777570027
202,197.776,18659.331658762872,3690367.978143486,0,18864,0,4121,18.590689946466096,126210.0,2346330.978143486,1,1344037.0,1344037.0,3690367.978143486,0.0,2.777783721204161
203,202.394,18126.83303631922,3668762.2455527927,6170,0,0,5912,19.27343135839991,120298.0,2318555.2455527927,1,1350207.0,1350207.0,3668762.2455527927,0.0,2.8098458388747134
204,209.698,17724.410072578503,3716773.343399567,0,56699,0,1359,20.374018138706116,118939.0,2423265.3433995666,1,1293508.0,1293508.0,3716773.3433995666,0.0,2.815242873166906
205,199.744,17925.140433437733,3580439.2507365867,25700,0,762,0,18.89066299142519,119701.0,2261231.2507365867,1,1319208.0,1319208.0,3580439.2507365867,0.0,2.7370101812568
206,184.397,17794.366201856712,3281227.744523772,0,10857,0,799,16.592460551746584,118902.0,1972876.7445237723,1,1308351.0,1308351.0,3281227.744523772,0.0,2.5055503912230805
207,194.659,17342.799994442244,3375932.1041181325,0,13195,0,4121,18.128227704220496,114781.0,2080776.1041181327,1,1295156.0,1295156.0,3375932.104118133,0.0,2.6474803248419003
208,200.224,17670.837376726555,3538125.7429176974,129436,0,0,3361,18.969069672569535,111420.0,2113533.7429176974,1,1424592.0,1424592.0,3538125.7429176974,0.0,2.681101570843361
209,195.813,17916.539289364428,3508291.3078683163,70711,0,0,1237,18.269499903508855,110183.0,2012988.307868316,1,1495303.0,1495303.0,3508291.307868316,0.0,2.4288916961831575
210,202.573,18748.793025198327,3797999.2494935007,79128,0,4619,0,19.36872397252226,114802.0,2223568.2494935007,1,1574431.0,1574431.0,3797999.2494935007,0.0,2.4272051306420304
211,203.454,19565.602275857596,3980700.0454323315,166788,0,0,31,19.512603753843145,114771.0,2239481.0454323315,1,1741219.0,1741219.0,3980700.0454323315,0.0,2.4227907962614434
212,220.678,18468.427123484398,4075575.56075629,5309,0,0,11022,22.44886756263954,103749.0,2329047.5607562894,1,1746528.0,1746528.0,4075575.5607562894,0.0,2.4796984061348413
213,243.272,18657.889735252178,4538942.151674268,131830,0,0,3239,26.470840231561716,100510.0,2660584.1516742683,1,1878358.0,1878358.0,4538942.151674269,0.0,2.5724472800804206
214,247.144,19036.890805207866,4704853.341162293,21561,0,2652,0,27.189608006458702,103162.0,2804934.3411622928,1,1899919.0,1899919.0,4704853.341162292,0.0,2.454902367242647
215,236.147,19475.371873654545,4599050.6418479,244192,0,0,5590,25.16028821637252,97572.0,2454939.6418478996,1,2144111.0,2144111.0,4599050.641847899,0.0,2.3661559534787653
216,258.477,19987.727140582072,5166367.7481162315,0,95977,7712,0,29.617356370542836,105284.0,3118233.748116232,1,2048134.0,2048134.0,5166367.748116232,0.0,2.347796217540326
217,249.644,18802.03798095116,4693815.969716572,0,63843,0,8309,27.940448256938097,96975.0,2709524.969716572,1,1984291.0,1984291.0,4693815.969716572,0.0,2.4362742644199407
218,248.419,19625.198514793574,4875272.189846505,129857,0,2694,0,27.702938625314847,99669.0,2761124.1898465054,1,2114148.0,2114148.0,4875272.189846505,0.0,2.3538802893274764
219,239.027,19855.417995859658,4745980.997296346,0,15500,2728,0,25.85361873195842,102397.0,2647332.9972963464,1,2098648.0,2098648.0,4745980.997296346,0.0,2.218838191742283
220,233.686,19506.083371755623,4558298.598812085,0,99578,723,0,24.817965465594305,103120.0,2559228.5988120846,1,1999070.0,1999070.0,4558298.598812085,0.0,2.2109154130566253
221,233.576,19395.96538395086,4530432.010521706,104117,0,0,5236,24.797157967816048,97884.0,2427245.010521706,1,2103187.0,2103187.0,4530432.010521706,0.0,2.2791362631829757
222,228.551,18601.499188316895,4251391.2409890145,0,151134,0,1279,23.801441343502027,96605.0,2299338.2409890136,1,1952053.0,1952053.0,4251391.240989014,0.0,2.107738058702033
223,241.684,16857.883973366013,4074280.8302189917,0,219846,0,7655,26.330228557830132,88950.0,2342073.8302189903,1,1732207.0,1732207.0,4074280.8302189903,0.0,2.3030546454574647
224,238.667,17278.28970392582,4123757.568766864,0,13979,4438,0,25.758444005299005,93388.0,2405529.5687668636,1,1718228.0,1718228.0,4123757.5687668636,0.0,2.3227135061059947
225,238.187,17857.293161549118,4253375.0862699,62160,0,2951,0,25.669636245652327,96339.0,2472987.0862698997,1,1780388.0,1780388.0,4253375.0862699,0.0,2.3951792135321854
226,219.062,18510.96252937402,4055048.473609732,0,115620,11698,0,22.124646867367037,108037.0,2390280.4736097325,1,1664768.0,1664768.0,4055048.4736097325,0.0,2.197192047214019
227,218.918,17564.250572068177,3845130.606736021,0,27027,0,8155,22.099974036723548,99882.0,2207389.6067360216,1,1637741.0,1637741.0,3845130.6067360216,0.0,2.434202780811201
228,195.164,18784.361622242555,3666031.1516433456,0,6041,13623,0,17.92283292932774,113505.0,2034331.1516433451,1,1631700.0,1631700.0,3666031.151643345,0.0,2.093071736402223
229,215.274,18049.507597601772,3885589.698566124,0,24888,0,6273,21.250911095252576,107232.0,2278777.6985661243,1,1606812.0,1606812.0,3885589.6985661243,0.0,2.4782647936916367
230,217.833,17412.44760578927,3793005.6993118944,0,35980,0,4741,21.681647162305907,102491.0,2222173.699311895,1,1570832.0,1570832.0,3793005.699311895,0.0,2.4469436303116896
231,231.414,17319.447670442874,4007962.663207867,0,81230,2489,0,23.98895659371182,104980.0,2518360.6632078667,1,1489602.0,1489602.0,4007962.6632078667,0.0,2.5651910263135194
232,215.854,17544.26326647566,3786999.4031218374,0,62588,5187,0,21.421890431089505,110167.0,2359985.4031218374,1,1427014.0,1427014.0,3786999.4031218374,0.0,2.5097120287538393
233,221.885,16599.41083990337,3683160.274211959,79285,0,0,12909,22.382336406382596,97258.0,2176861.2742119585,1,1506299.0,1506299.0,3683160.2742119585,0.0,2.727940198822122
234,205.877,16714.041358979644,3441036.6928626522,51169,0,0,1403,19.650187187550493,95855.0,1883568.6928626525,1,1557468.0,1557468.0,3441036.6928626522,0.0,2.2687639741424417
235,209.952,16476.16289695875,3459203.3525422835,0,51633,83,0,20.360736648067334,95938.0,1953368.352542284,1,1505835.0,1505835.0,3459203.352542284,0.0,2.2531097983396733
236,191.991,16553.549461330793,3178132.5146303605,0,29905,2591,0,17.276157421980944,98529.0,1702202.5146303605,1,1475930.0,1475930.0,3178132.5146303605,0.0,2.100678355032263
237,193.061,16895.607318450413,3261882.8445073552,0,62071,7339,0,17.455924779039513,105868.0,1848023.8445073552,1,1413859.0,1413859.0,3261882.8445073552,0.0,2.165309203386329
238,200.854,17373.731608632737,3489583.48852032,0,52554,7946,0,18.69961945384856,113814.0,2128278.48852032,1,1361305.0,1361305.0,3489583.48852032,0.0,2.4002042016495557
239,204.135,16147.390968135041,3296247.6552802464,0,25348,0,11718,19.20046481037696,102096.0,1960290.6552802462,1,1335957.0,1335957.0,3296247.6552802464,0.0,2.60528441600394
240,208.423,15503.512283177712,3231288.5405967482,0,121934,0,617,19.878650169953865,101479.0,2017265.5405967482,1,1214023.0,1214023.0,3231288.5405967482,0.0,2.519158676328362
241,229.829,16339.424999735766,3755273.7082642713,152648,0,1705,0,23.148964066757166,103184.0,2388602.7082642713,1,1366671.0,1366671.0,3755273.7082642713,0.0,2.9349993571212822
242,233.785,16723.292674334512,3909654.977869294,27974,0,2598,0,23.775405814498622,105782.0,2515009.977869293,1,1394645.0,1394645.0,3909654.977869293,0.0,2.7950490451346566
243,212.047,16497.336041855957,3498210.61566743,21869,0,0,3431,20.338800946423877,102351.0,2081696.6156674302,1,1416514.0,1416514.0,3498210.61566743,0.0,2.5426714624256426
244,201.088,16155.249805911286,3248626.8729710886,36646,0,0,5677,18.572386297981755,96674.0,1795466.8729710882,1,1453160.0,1453160.0,3248626.872971088,0.0,2.3419580109937006
245,196.444,16906.705248641618,3321220.805864154,0,6782,8676,0,17.796324687841988,105350.0,1874842.8058641534,1,1446378.0,1446378.0,3321220.8058641534,0.0,2.1839314960998353
246,193.963,16468.764572576492,3194330.982790654,0,34420,0,2904,17.39817057562671,102446.0,1782372.982790654,1,1411958.0,1411958.0,3194330.982790654,0.0,2.267232542352189
247,190.236,17203.766716500766,3272775.7650802396,29639,0,6559,0,16.79903458630558,109005.0,1831178.7650802399,1,1441597.0,1441597.0,3272775.7650802396,0.0,2.218870460189794
248,194.596,17677.07680248442,3439888.437456258,35271,0,3250,0,17.487153689869118,112255.0,1963020.4374562579,1,1476868.0,1476868.0,3439888.4374562576,0.0,2.322274663421319
249,181.363,18331.30478191332,3324620.4291621456,0,43498,10527,0,15.403319942354294,122782.0,1891250.429162145,1,1433370.0,1433370.0,3324620.4291621447,0.0,2.1707882357319552
250,167.596,18988.970372754575,3182475.478592176,0,9829,8994,0,13.34791220398385,131776.0,1758934.4785921758,1,1423541.0,1423541.0,3182475.478592176,0.0,2.143377743520197
251,171.728,18505.120772441423,3177847.380009821,0,17766,0,4685,13.943334933314091,127091.0,1772072.3800098212,1,1405775.0,1405775.0,3177847.380009821,0.0,2.290722855311085
252,172.924,17696.898450483623,3060218.46765143,0,39174,0,7125,14.117478849435923,119966.0,1693617.4676514298,1,1366601.0,1366601.0,3060218.4676514296,0.0,2.276309867833516
253,155.203,19225.954083490276,2983925.7516199416,74070,0,14191,0,11.503348700551902,134157.0,1543254.7516199416,1,1440671.0,1440671.0,2983925.7516199416,0.0,2.009812469192112
254,161.299,19103.338620625498,3081349.4161682725,0,148263,10381,0,12.376962571560917,144538.0,1788941.4161682718,1,1292408.0,1292408.0,3081349.4161682716,0.0,2.1525575011316933
255,178.506,18408.281524467555,3285988.7018066053,17986,0,0,9696,14.651182137661896,134842.0,1975594.7018066056,1,1310394.0,1310394.0,3285988.701806606,0.0,2.638532540663146
256,176.904,19320.54638005377,3417881.936817032,136011,0,1758,0,14.432481235849425,136600.0,1971476.9368170314,1,1446405.0,1446405.0,3417881.9368170314,0.0,2.4851293846006683
257,175.586,18065.007199537078,3171962.3541379175,0,66968,0,10774,14.246064836662676,125826.0,1792525.3541379177,1,1379437.0,1379437.0,3171962.354137918,0.0,2.3454132533336938
258,182.861,18919.028961321696,3459552.554896246,22849,0,8719,0,15.290546322020486,134545.0,2057266.5548962462,1,1402286.0,1402286.0,3459552.554896246,0.0,2.3947344326087743
259,180.125,18538.783410408298,3339298.3617997947,0,65600,0,194,14.90582401172894,134351.0,2002612.361799795,1,1336686.0,1336686.0,3339298.361799795,0.0,2.4301676631286844
260,173.785,18966.88403838974,3296159.942611561,0,59865,9569,0,14.030982091520016,143920.0,2019338.9426115607,1,1276821.0,1276821.0,3296159.9426115607,0.0,2.4102612543093933
261,179.745,19408.370632124985,3488557.5792713054,1465,0,5257,0,14.81643671123099,149177.0,2210271.5792713054,1,1278286.0,1278286.0,3488557.5792713054,0.0,2.670070880319453
262,178.406,18827.270523975676,3358898.0251004044,52063,0,0,10636,14.6422288355101,138541.0,2028549.0251004046,1,1330349.0,1330349.0,3358898.0251004044,0.0,2.7087598323027007
