day,pSOL,nSOL,value of SOL in $,daily mint of fSOL,daily burn of fSOL,daily mint of xSOL,daily burn of xSOL,pX,nX,Marketcap xSOL,pF,nF,Marketcap fSOL,Total mcap,fSOL adjustment,Collaterization ratio
519,32.157,5183.539152414799,166687.06852420268,0,5753,16649,0,0.4473108658846494,213549.0,95522.788098801,1,71164.28042540167,71164.28042540167,166687.06852420268,0.0,2.1450679093901095
520,30.872,5571.151709911695,171992.59558839386,6546,0,13026,0,0.4161196741167039,226575.0,94282.31516299219,1,77710.28042540167,77710.28042540167,171992.59558839386,0.0,2.248687399869068
521,32.681,5601.1810046894125,183052.19641425466,0,2492,7541,0,0.4606003690002094,234116.0,107833.91598885303,1,75218.28042540167,75218.28042540167,183052.1964142547,0.0,2.342943662472095
522,33.603,5570.387489646199,187181.73081458124,0,179,0,1773,0.4826590445555906,232343.0,112142.45038917959,1,75039.28042540167,75039.28042540167,187181.73081458127,0.0,2.5022705150411344
523,34.719,5558.027620663849,192969.1609618282,2364,0,0,5483,0.5094149719493367,226860.0,115565.88053642653,1,77403.28042540167,77403.28042540167,192969.1609618282,0.0,2.577293947338531
524,35.055,5493.693436503563,192581.4234166324,0,635,0,3130,0.5176469091817401,223730.0,115813.1429912307,1,76768.28042540167,76768.28042540167,192581.42341663237,0.0,2.5171628020358567
525,34.99,5787.313733173509,202498.10752374108,4526,0,11138,0,0.5160508332269165,234868.0,121203.82709833942,1,81294.28042540167,81294.28042540167,202498.10752374108,0.0,2.503955178858677
526,37.458,5741.556413694817,215067.22014418044,0,367,0,2335,0.576864099799937,232533.0,134139.93971877877,1,80927.28042540167,80927.28042540167,215067.22014418044,0.0,2.666622998356433
527,32.996,5931.412531316364,195712.88788331475,1977,0,9187,0,0.46669124382720956,241720.0,112808.6074579131,1,82904.28042540167,82904.28042540167,195712.88788331475,0.0,2.340970738549737
528,34.113,6055.840740555451,206582.89518256809,1742,0,5065,0,0.4941005926501467,246785.0,121936.61475716646,1,84646.28042540167,84646.28042540167,206582.8951825681,0.0,2.44062519622086
529,33.088,5883.606662886241,194676.77726157993,0,804,0,10438,0.4689481856599757,236347.0,110834.49683617828,1,83842.28042540167,83842.28042540167,194676.77726157993,0.0,2.3672116177637457
530,32.233,6064.8295100545765,195487.64959758916,5900,0,0,131,0.4476638719315689,236216.0,105745.36917218748,1,89742.28042540167,89742.28042540167,195487.64959758916,0.0,2.2619410231040797
531,33.711,5700.078158647684,192155.33480617206,0,10765,0,3153,0.48561142000562263,233063.0,113178.05438077042,1,78977.28042540167,78977.28042540167,192155.3348061721,0.0,2.2782067342650185
532,31.1,5641.542018049149,175451.95676132856,0,2327,1201,0,0.4217535615200238,234264.0,98801.67633592685,1,76650.28042540167,76650.28042540167,175451.9567613285,0.0,2.2446003430237944
533,32.623,5519.721576925225,180069.87700403162,0,1897,0,4531,0.4584304239209427,229733.0,105316.59657862992,1,74753.28042540167,74753.28042540167,180069.8770040316,0.0,2.40108743547174
534,31.413,5323.532251071002,167228.1186028934,0,1698,0,10399,0.42935813953829205,219334.0,94172.83817749175,1,73055.28042540167,73055.28042540167,167228.11860289343,0.0,2.319510433645567
535,30.761,5543.711596454427,170530.11241853464,4752,0,4887,0,0.41353321942696264,224221.0,92722.83199313299,1,77807.28042540167,77807.28042540167,170530.11241853464,0.0,2.2415515294943136
536,32.415,5741.001328781022,186094.5580724368,319,0,13371,0,0.4544272435394927,237592.0,107968.27764703515,1,78126.28042540167,78126.28042540167,186094.55807243683,0.0,2.309544947678238
537,33.67,5615.138005152204,189061.6966334747,0,2865,0,2832,0.4847521562790638,234760.0,113800.41620807302,1,75261.28042540167,75261.28042540167,189061.69663347467,0.0,2.474193238018386
538,33.417,5778.7288134392975,193107.780758701,2797,0,5577,0,0.4787007424295857,240337.0,115049.50033329934,1,78058.28042540167,78058.28042540167,193107.780758701,0.0,2.4931952480420447
539,32.306,6035.278771790958,194975.71600147866,0,320,19045,0,0.4519875534003015,259382.0,117237.435576077,1,77738.28042540167,77738.28042540167,194975.71600147866,0.0,2.3916439361661648
540,33.887,6212.214884673005,210513.32579691414,3964,0,4157,0,0.48877412971709105,263539.0,128811.04537151246,1,81702.28042540167,81702.28042540167,210513.3257969141,0.0,2.6308466127693286
541,32.69,5994.723755027738,195967.51955185673,0,2600,0,9792,0.46055811153020565,253747.0,116865.2391264551,1,79102.28042540167,79102.28042540167,195967.51955185676,0.0,2.4855769450080456
542,33.213,5978.014815100858,198547.8060539448,0,1593,2195,0,0.4729138852886324,255942.0,121038.52562854315,1,77509.28042540167,77509.28042540167,198547.8060539448,0.0,2.5170293322137844
543,33.917,6014.5369848214095,203995.05091418777,1134,0,214,0,0.48935715145765113,256156.0,125351.77048878609,1,78643.28042540167,78643.28042540167,203995.05091418774,0.0,2.615897443131567
544,33.243,5622.41834948906,186906.05319206484,0,1240,0,24909,0.47353164696909883,231247.0,109502.7727666632,1,77403.28042540167,77403.28042540167,186906.05319206486,0.0,2.5423819035127306
545,32.443,5285.102796101757,171464.5900139293,2401,0,0,29388,0.4540808662904682,201859.0,91660.30958852761,1,79804.28042540167,79804.28042540167,171464.5900139293,0.0,2.3565941586709824
546,32.064,5353.74586769791,171662.5075018658,0,1287,7853,0,0.44415783110391455,209712.0,93145.22707646413,1,78517.28042540167,78517.28042540167,171662.5075018658,0.0,2.123464244660581
547,32.888,5015.893473777705,164962.70456560116,0,1833,0,19945,0.4651937594007363,189767.0,88278.42414019952,1,76684.28042540167,76684.28042540167,164962.7045656012,0.0,2.2424871715231487
548,34.101,4901.7911700478335,167155.98068980116,0,1989,0,3825,0.49725559725290414,185942.0,92460.70026439951,1,74695.28042540167,74695.28042540167,167155.98068980116,0.0,2.230535155320232
549,34.04,4953.124187652204,168604.347347681,1961,0,0,431,0.49564751913514205,185511.0,91948.06692227934,1,76656.28042540167,76656.28042540167,168604.347347681,0.0,2.2338355312163083
550,33.369,4803.851260951909,160299.71272670425,0,2430,0,5340,0.47773188971201014,180171.0,86073.43230130257,1,74226.28042540167,74226.28042540167,160299.71272670425,0.0,2.156128631607817
551,32.98,4538.928308824742,149693.85562503999,2064,0,0,23111,0.4673600865888089,157060.0,73403.57519963832,1,76290.28042540167,76290.28042540167,149693.85562503999,0.0,2.1344328946325026
552,32.576,4187.78428871307,136421.26098911697,0,8183,0,7145,0.4556847584545596,149915.0,68313.9805637153,1,68107.28042540167,68107.28042540167,136421.26098911697,0.0,1.9381253780139884
553,32.923,4309.20004838097,141871.79319284667,0,3982,17146,0,0.4653779922749475,167061.0,77746.512767445,1,64125.28042540167,64125.28042540167,141871.79319284667,0.0,2.0243712753780434
554,31.934,4342.608336150135,138676.8546066184,1267,0,0,455,0.439867556878004,166606.0,73284.57418121674,1,65392.28042540167,65392.28042540167,138676.8546066184,0.0,2.1459554396036147
555,30.81,4545.65390546472,140051.59682736802,638,0,13683,0,0.4105703420728185,180289.0,74021.31640196638,1,66030.28042540167,66030.28042540167,140051.59682736805,0.0,2.046048279191264
556,31.156,4576.184167723434,142575.59392959133,0,557,3597,0,0.4192940925583766,183886.0,77102.31350418963,1,65473.28042540167,65473.28042540167,142575.5939295913,0.0,2.144840097092429
557,30.507,4472.9436393847445,136456.0916067104,0,2257,0,2214,0.4031430885403845,181672.0,73239.81118130873,1,63216.28042540167,63216.28042540167,136456.0916067104,0.0,2.132253791129366
558,30.004,4576.940215434864,137326.51422390767,2068,0,2693,0,0.390758732940124,184365.0,72042.23379850596,1,65284.28042540167,65284.28042540167,137326.5142239076,0.0,2.1229689575689257
559,29.588,4789.615570958618,141715.1455135236,3560,0,7183,0,0.38043135448097576,191548.0,72870.86508812195,1,68844.28042540167,68844.28042540167,141715.1455135236,0.0,2.0743509189632547
560,30.167,4902.439127802405,147891.88116841516,4982,0,0,3997,0.3949091220148839,187551.0,74065.60074301349,1,73826.28042540167,73826.28042540167,147891.88116841516,0.0,2.098770326834535
561,31.213,5038.1843769195475,157256.84895678985,0,610,11479,0,0.42225075883730184,199030.0,84040.56853138818,1,73216.28042540167,73216.28042540167,157256.84895678985,0.0,2.0727013688671008
562,30.14,4672.357398005492,140824.8519758855,0,12975,4933,0,0.39508916592952575,203963.0,80583.57155048386,1,60241.28042540167,60241.28042540167,140824.8519758855,0.0,2.0740042547650646
563,28.857,4507.657128366903,130077.46175328371,0,3603,0,3144,0.36569837180686104,200819.0,73439.18132788203,1,56638.28042540167,56638.28042540167,130077.4617532837,0.0,2.2381698476878857
564,28.037,4756.386300175712,133354.80269802644,1153,0,16760,0,0.3472923502388777,217579.0,75563.52227262477,1,57791.28042540167,57791.28042540167,133354.80269802644,0.0,2.231373939300287
565,28.103,4729.866901174803,132923.4495237155,0,1207,1324,0,0.3487351434119854,218903.0,76339.16909831384,1,56584.28042540167,56584.28042540167,132923.4495237155,0.0,2.312956612310758
566,28.008,4813.165351039046,134807.1351519016,2999,0,0,1921,0.34668246548792037,216982.0,75223.85472649994,1,59583.28042540167,59583.28042540167,134807.1351519016,0.0,2.3411822359878234
567,29.293,4764.177410534149,139557.04888677684,1586,0,0,8052,0.37518675375185545,208930.0,78387.76846137516,1,61169.28042540167,61169.28042540167,139557.04888677684,0.0,2.3663022851604985
568,28.3,4729.781790156918,133852.82466144077,0,177,0,2259,0.35254362845314097,206671.0,72860.5442360391,1,60992.28042540167,60992.28042540167,133852.82466144077,0.0,2.204149203333236
569,30.887,4366.509419062372,134868.3764265795,0,1751,0,22998,0.4117485749194375,183673.0,75627.09600117785,1,59241.28042540167,59241.28042540167,134868.37642657952,0.0,2.3952009850042373
570,31.294,4389.187228549247,137355.22513022015,0,2030,6501,0,0.42142429935121767,190174.0,80143.94470481847,1,57211.28042540167,57211.28042540167,137355.22513022012,0.0,2.3065933885781873
571,30.596,4559.571664975022,139504.65466157577,2324,0,7128,0,0.40531456465810844,197302.0,79969.37423617412,1,59535.28042540167,59535.28042540167,139504.6546615758,0.0,2.3472918530428073
572,32.053,4257.735811142356,136473.20595454593,0,6536,0,7150,0.43898526194383586,190152.0,83473.92552914428,1,52999.28042540167,52999.28042540167,136473.20595454593,0.0,2.454812499969145
573,32.873,3996.492616468048,131376.70178115412,0,893,0,16825,0.4573460646970897,173327.0,79270.42135575246,1,52106.28042540167,52106.28042540167,131376.70178115414,0.0,2.6408764080615708
574,32.933,3945.51863356774,129937.76515928638,2298,0,0,8669,0.45872951653660743,164658.0,75533.4847338847,1,54404.28042540167,54404.28042540167,129937.76515928637,0.0,2.5259237516784934
575,32.571,3957.2054287591222,128890.13802011336,0,438,1819,0,0.4500553085093539,166477.0,74923.8575947117,1,53966.28042540167,53966.28042540167,128890.13802011337,0.0,2.3621208921262205
576,32.203,4136.070019955813,133193.86285263707,0,1966,17507,0,0.44130784430839304,183984.0,81193.58242723538,1,52000.28042540167,52000.28042540167,133193.86285263704,0.0,2.361361305945175
577,30.813,4144.035616822958,127690.1694611658,904,0,0,1606,0.41005981552470216,182378.0,74785.88903576414,1,52904.28042540167,52904.28042540167,127690.1694611658,0.0,2.4508468893302906
578,30.86,3908.8015694666815,120625.61643374179,0,937,0,15378,0.41112776052898276,167000.0,68658.33600834012,1,51967.28042540167,51967.28042540167,120625.61643374179,0.0,2.417289075795714
579,33.737,3816.1587751284733,128745.74859650931,0,270,0,5968,0.47846681511195077,161032.0,77048.46817110766,1,51697.28042540167,51697.28042540167,128745.74859650932,0.0,2.5375820606659767
580,36.874,3736.256368264147,137770.71732337217,1527,0,0,8092,0.5528078782396396,152940.0,84546.43689797049,1,53224.28042540167,53224.28042540167,137770.71732337214,0.0,2.721942769835634
581,32.627,3759.8099195454397,122671.31824500907,213,0,1237,0,0.44905555186316637,154177.0,69234.0378196074,1,53437.28042540167,53437.28042540167,122671.31824500907,0.0,2.2903613830573337
582,29.599,3344.793924857499,99002.5553818571,0,4283,0,21324,0.37521376977904486,132853.0,49848.27495645545,1,49154.28042540167,49154.28042540167,99002.55538185712,0.0,2.082565072973378
583,24.314,3357.1739816008753,81626.32818864369,1536,0,0,5100,0.24215515692971604,127753.0,30936.04776324201,1,50690.28042540167,50690.28042540167,81626.32818864367,0.0,1.6544910999644784
584,14.016,3094.202371247522,43368.34043540527,0,3547,4877,0,-0.028462187966496272,132630.0,-3774.9399899964005,1,23571.640212700833,23571.640212700833,19796.700222704432,-59726.41372538966,0.9282677099284368
585,17.638,3050.6962342282905,53808.180179318595,0,1406,2732,0,0.23376235551054034,135362.0,31642.539966617762,1,22165.640212700833,22165.640212700833,53808.180179318595,0.0,2.315305211330075
586,16.451,2976.1220392491186,48960.183667687255,0,990,0,1144,0.2070105608412167,134218.0,27784.543454986422,1,21175.640212700833,21175.640212700833,48960.183667687255,0.0,2.2641802026784066
587,14.544,2808.1801840374064,40842.17259664004,0,3606,7063,0,0.16472513914779205,141281.0,23272.532383939208,1,17569.640212700833,17569.640212700833,40842.17259664004,0.0,2.0440807694153045
588,13.157,2600.710786059815,34217.55181218898,0,749,0,14441,0.1371563513047,126840.0,17396.911599488147,1,16820.640212700833,16820.640212700833,34217.551812188976,0.0,2.102901723318816
589,13.989,2446.844015236494,34228.90092914332,0,587,0,10151,0.15421557058885146,116689.0,17995.260716442488,1,16233.640212700833,16233.640212700833,34228.90092914332,0.0,2.1628988389348067
590,14.315,2338.4664436146722,33475.14714034403,0,794,0,4703,0.16105144328436766,111986.0,18035.506927643197,1,15439.640212700833,15439.640212700833,33475.14714034403,0.0,2.1576535896555358
591,14.173,2264.561766869139,32095.633921836306,0,371,0,4279,0.15808623124899465,107707.0,17026.993709135466,1,15068.640212700833,15068.640212700833,32095.6339218363,0.0,2.1466228777848624
592,13.73,2241.5260111963476,30776.152133725853,0,841,3527,0,0.14877206538490947,111234.0,16548.51192102502,1,14227.640212700833,14227.640212700833,30776.152133725853,0.0,2.0633867834276476
593,13.186,2211.751629156852,29164.156982062246,0,179,0,1550,0.13780967843405978,109684.0,15115.516769361413,1,14048.640212700833,14048.640212700833,29164.156982062246,0.0,2.0774184293225306
594,12.83,2145.864360786864,27531.439748895464,0,739,0,814,0.13063102357118245,108870.0,14221.799536194632,1,13309.640212700833,13309.640212700833,27531.439748895464,0.0,2.019894663999443
595,12.274,2197.613350030173,26973.506258270343,375,0,2174,0,0.11967207634423746,111044.0,13288.866045569504,1,13684.640212700833,13684.640212700833,26973.50625827034,0.0,1.9788918966543054
596,11.836,2343.365658107458,27736.07592935987,0,101,16451,0,0.1110038489090477,127495.0,14152.435716659036,1,13583.640212700833,13583.640212700833,27736.075929359868,0.0,1.90074062647377
597,12.422,2295.159115668053,28510.466534828556,163,0,0,6256,0.1217745636480647,121239.0,14763.826322127716,1,13746.640212700833,13746.640212700833,28510.46653482855,0.0,2.142966667932899
598,14.362,2315.339730871974,33252.90921478329,471,0,0,1143,0.15850044133095575,120096.0,19035.269002082463,1,14217.640212700833,14217.640212700833,33252.9092147833,0.0,2.3979004839865703
599,14.586,2372.6489668978397,34607.457831171894,1072,0,0,1450,0.16281895401843344,118646.0,19317.817618471054,1,15289.640212700833,15289.640212700833,34607.45783117189,0.0,2.375327045083753
600,14.01,2277.6219530091444,31909.48356165811,0,1968,4208,0,0.15130026982399658,122854.0,18587.843348957274,1,13321.640212700833,13321.640212700833,31909.483561658108,0.0,2.1740741811979447
601,14.166,2276.3050450091823,32246.13726760008,0,686,4328,0,0.15419239400936646,127182.0,19610.497054899246,1,12635.640212700833,12635.640212700833,32246.13726760008,0.0,2.4219834848539397
602,14.111,2234.354020494713,31528.9695832009,283,0,0,5711,0.1532080033135486,121471.0,18610.329370500065,1,12918.640212700833,12918.640212700833,31528.9695832009,0.0,2.5420904639115878
603,13.324,2306.2186703362086,30728.057563559643,96,0,6210,0,0.13873181875814575,127681.0,17713.417350858806,1,13014.640212700833,13014.640212700833,30728.05756355964,0.0,2.304463355191435
604,13.346,2378.5993291469586,31744.78664679531,102,0,6210,0,0.13912919041679034,133891.0,18628.146434094477,1,13116.640212700833,13116.640212700833,31744.78664679531,0.0,2.3649362465103243
605,14.157,2379.677334817828,33689.09202901599,0,504,3382,0,0.15353676117164455,137273.0,21076.451816315162,1,12612.640212700833,12612.640212700833,33689.092029016,0.0,2.5672603774042035
606,13.504,2432.4626787286556,32847.976013551764,132,0,4084,0,0.14221676889613483,141357.0,20103.33580085093,1,12744.640212700833,12744.640212700833,32847.976013551764,0.0,2.547853755236757
607,13.713,2532.9727422559226,34734.65521455547,39,0,9185,0,0.1458132282144161,150542.0,21951.01500185463,1,12783.640212700833,12783.640212700833,34734.65521455546,0.0,2.6172853965829765
608,13.293,2715.918268060483,36102.701537328,1599,0,6003,0,0.1387464392004035,156545.0,21720.061324627164,1,14382.640212700833,14382.640212700833,36102.701537328,0.0,2.633898177872315
609,13.71,2767.905727144914,37947.98751915678,344,0,2526,0,0.14598102298002744,159071.0,23221.347306455944,1,14726.640212700833,14726.640212700833,37947.98751915678,0.0,2.5889015441148295
610,13.823,2736.7696603936265,37830.3670156211,698,0,0,7627,0.14794727293864574,151444.0,22405.726802920264,1,15424.640212700833,15424.640212700833,37830.3670156211,0.0,2.5980644813558063
611,14.3,2759.0572406581377,39454.51854141137,291,0,177,0,0.15656721911021915,151621.0,23738.878328710536,1,15715.640212700833,15715.640212700833,39454.518541411366,0.0,2.537226515753928
612,13.493,2739.622434312776,36965.72550618229,0,26,0,1665,0.1418821873981798,149956.0,21276.085293481447,1,15689.640212700833,15689.640212700833,36965.72550618228,0.0,2.3688477748500447
613,13.69,2802.3479257886243,38364.14310404626,843,0,108,0,0.14548128059591528,150064.0,21831.50289134543,1,16532.640212700833,16532.640212700833,38364.14310404626,0.0,2.39045832901771
614,13.58,2970.3686122868507,40337.60575485543,2316,0,0,239,0.14342710189991392,149825.0,21488.965542154605,1,18848.640212700833,18848.640212700833,40337.60575485544,0.0,2.3018637279104355
615,13.577,3088.640354257482,41934.470089753835,64,0,10754,0,0.14336762513811274,160579.0,23021.829877053005,1,18912.640212700833,18912.640212700833,41934.47008975384,0.0,2.1396076424570816
616,13.423,2935.73543441193,39406.376736111335,0,1546,0,3607,0.14040552788656893,156972.0,22039.7365234105,1,17366.640212700833,17366.640212700833,39406.37673611133,0.0,2.192122253103319
617,13.314,2906.4659334538633,38696.68743800474,0,640,1809,0,0.13836697857617664,158781.0,21970.0472253039,1,16726.640212700833,16726.640212700833,38696.68743800474,0.0,2.2506587972712873
618,13.883,2985.7930130440996,41451.76440009123,710,0,2630,0,0.1487824509320331,161411.0,24015.124187390396,1,17436.640212700833,17436.640212700833,41451.764400091226,0.0,2.412347371679649
619,14.124,2991.1812076313186,42247.44337658474,686,0,0,3980,0.15324048734927626,157431.0,24124.80316388391,1,18122.640212700833,18122.640212700833,42247.44337658474,0.0,2.418547380791702
620,14.046,3028.5186032638276,42538.57230144372,0,53,3805,0,0.15175849121004545,161236.0,24468.932088742888,1,18069.640212700833,18069.640212700833,42538.572301443724,0.0,2.318322868482754
621,12.276,3027.6909877130893,37167.93456516588,334,0,0,2904,0.11851233075098559,158332.0,18764.29435246505,1,18403.640212700833,18403.640212700833,37167.93456516588,0.0,2.057489464983089
622,12.505,3162.290206973786,39544.439038207194,0,165,15039,0,0.12289136490823932,173371.0,21305.798825506357,1,18238.640212700833,18238.640212700833,39544.43903820719,0.0,2.0572710270233996
623,12.37,3214.335933919005,39761.33550257809,0,346,8219,0,0.12042896244218988,181590.0,21868.69528987726,1,17892.640212700833,17892.640212700833,39761.33550257809,0.0,2.1447613091805757
624,11.94,3107.893987887809,37108.25421538044,0,652,0,5486,0.1128175055801095,176104.0,19867.614002679602,1,17240.640212700833,17240.640212700833,37108.25421538044,0.0,2.144969696744364
625,12.27,3244.244313906752,39806.87773163585,997,0,5698,0,0.11864136543566632,181802.0,21569.23751893501,1,18237.640212700833,18237.640212700833,39806.87773163585,0.0,2.2118586526323405
626,12.14,3479.495678383731,42241.07753557849,0,261,26796,0,0.11632152428536065,208598.0,24264.43732287766,1,17976.640212700833,17976.640212700833,42241.07753557849,0.0,2.159551647663269
627,11.81,3484.5466962849673,41152.49648312547,0,155,1937,0,0.11081699608342856,210535.0,23330.856270424632,1,17821.640212700833,17821.640212700833,41152.49648312546,0.0,2.2859023419002957
628,11.785,3547.697769618176,41809.618214950206,573,0,1551,0,0.11040322323137486,212086.0,23414.97800224937,1,18394.640212700833,18394.640212700833,41809.6182149502,0.0,2.3042426132277396
629,11.45,3657.95647553088,41883.60164482857,0,346,15348,0,0.10479946460128099,227434.0,23834.96143212774,1,18048.640212700833,18048.640212700833,41883.60164482857,0.0,2.2083138888512037
630,11.385,3541.8385338127155,40323.831707457764,0,736,0,5648,0.1037540308890414,221786.0,23011.191494756935,1,17312.640212700833,17312.640212700833,40323.831707457764,0.0,2.3074222757575327
631,11.339,3655.5853229674995,41450.68197712848,1683,0,0,3817,0.10301942828763559,217969.0,22455.041764427642,1,18995.640212700833,18995.640212700833,41450.68197712848,0.0,2.319744801572188
632,11.09,3657.5114207637757,40561.80165627027,0,811,8421,0,0.09884341818794753,226390.0,22377.161443569443,1,18184.640212700833,18184.640212700833,40561.801656270276,0.0,2.1341971514391753
633,9.76,3823.543511091434,37317.784668252396,11,0,20806,0,0.0773562050176846,247196.0,19122.144455551563,1,18195.640212700833,18195.640212700833,37317.784668252396,0.0,1.9630474427380813
634,9.658,3644.30506785901,35196.69834538231,0,1314,0,5504,0.07577850376794217,241692.0,18315.05813268148,1,16881.640212700833,16881.640212700833,35196.69834538231,0.0,2.0294852392357656
635,9.895,3559.5714231575353,35221.95923214381,0,324,0,6483,0.07935206144085888,235209.0,18664.319019442977,1,16557.640212700833,16557.640212700833,35221.95923214381,0.0,2.1360719806914856
636,9.955,3430.5712880962756,34151.33717299842,0,125,0,14443,0.08026008062970563,220766.0,17718.696960297595,1,16432.640212700833,16432.640212700833,34151.33717299843,0.0,2.1401318703828225
637,10.0,3297.3116122130195,32973.116122130195,0,2089,9343,0,0.08095935365165796,230109.0,18629.475909429362,1,14343.640212700833,14343.640212700833,32973.116122130195,0.0,2.087656787766081
638,11.274,3301.038367219968,37215.906552037915,322,0,0,2822,0.09921494119477615,227287.0,22550.26633933709,1,14665.640212700833,14665.640212700833,37215.90655203792,0.0,2.5916636617232838
639,13.37,3091.135347786979,41328.4795999119,0,237,0,19817,0.12965652570111857,207470.0,26899.839387211072,1,14428.640212700833,14428.640212700833,41328.47959991191,0.0,3.0094071809772744
640,13.438,3103.080652237024,41699.19780476113,0,347,3884,0,0.13066967075172597,211354.0,27617.557592060293,1,14081.640212700833,14081.640212700833,41699.19780476113,0.0,2.878904469944225
641,13.42,2966.026042989952,39804.069496925156,0,156,0,12908,0.1304053963507671,198446.0,25878.429284224327,1,13925.640212700833,13925.640212700833,39804.06949692516,0.0,2.957279246167712
642,13.52,2952.5040810052087,39917.85517519042,0,31,0,1151,0.13190002261836128,197295.0,26023.21496248959,1,13894.640212700833,13894.640212700833,39917.85517519042,0.0,2.87962861949072
643,13.094,2977.939317997518,38993.137429859504,680,0,0,2764,0.1255249662889651,194531.0,24418.497217158667,1,14574.640212700833,14574.640212700833,38993.137429859504,0.0,2.7823741993221045
644,14.482,2862.272696934522,41451.43319700575,0,601,0,7318,0.1467728896193369,187213.0,27477.79298430492,1,13973.640212700833,13973.640212700833,41451.433197005754,0.0,2.9590107593639368
645,16.266,3024.716354819012,49200.036227486045,2301,0,1961,0,0.17404820966298334,189174.0,32925.39601478521,1,16274.640212700833,16274.640212700833,49200.036227486045,0.0,3.33182527814191
646,16.194,3137.065191832864,50801.63371654139,574,0,7203,0,0.17289699661284447,196377.0,33952.99350384056,1,16848.640212700833,16848.640212700833,50801.63371654139,0.0,3.0097290022862078
647,16.357,3049.2473976500905,49876.53968336253,0,802,0,3615,0.175500873982744,192762.0,33829.8994706617,1,16046.640212700833,16046.640212700833,49876.539683362535,0.0,3.0455262083482224
648,16.6,3102.000858760784,51493.21425542902,0,42,5117,0,0.17934482205149704,197879.0,35488.574042728185,1,16004.640212700833,16004.640212700833,51493.21425542902,0.0,3.1543990598684957
649,18.287,3050.5151060686258,55784.76974467696,1522,0,0,11971,0.20579065737879015,185908.0,38258.12953197612,1,17526.640212700833,17526.640212700833,55784.76974467695,0.0,3.544365193485703
650,24.247,3108.5552630797347,75373.13946389433,1839,0,0,1422,0.3035867179688079,184486.0,56007.49925119349,1,19365.640212700833,19365.640212700833,75373.13946389433,0.0,4.220195021932724
651,22.897,3139.831410800139,71892.71981309078,1596,0,0,3133,0.28083946557481787,181353.0,50931.079600389945,1,20961.640212700833,20961.640212700833,71892.71981309078,0.0,3.6754059807460413
652,23.578,3122.566326049266,73623.86883558959,249,0,0,2242,0.2926298698733677,179111.0,52413.22862288876,1,21210.640212700833,21210.640212700833,73623.86883558959,0.0,3.53173436108257
653,22.87,3077.0406975736846,70371.92075351017,846,0,0,6733,0.2802868146794216,172378.0,48315.28054080934,1,22056.640212700833,22056.640212700833,70371.92075351017,0.0,3.366852257198012
654,20.849,3414.1158665282624,71180.90170124774,2395,0,18970,0,0.24421086966441724,191348.0,46729.26148854691,1,24451.640212700833,24451.640212700833,71180.90170124774,0.0,2.9085672561668083
655,21.42,3672.55726119957,78666.1765348948,2626,0,11438,0,0.2543989048661839,202786.0,51588.53632219396,1,27077.640212700833,27077.640212700833,78666.1765348948,0.0,2.990816208028839
656,25.55,3646.7807753090506,93175.24880914624,1469,0,0,6463,0.3291952985459952,196323.0,64628.60859644542,1,28546.640212700833,28546.640212700833,93175.24880914626,0.0,3.4653624646226016
657,24.547,3385.8427890970815,83112.28294396606,0,2885,0,11335,0.31056415946583144,184988.0,57450.64273126522,1,25661.640212700833,25661.640212700833,83112.28294396606,0.0,3.135834095519358
658,24.222,3392.1556479734954,82164.79410521401,898,0,0,2446,0.30461567142089585,182542.0,55605.15389251317,1,26559.640212700833,26559.640212700833,82164.79410521401,0.0,3.1958940799473528
659,24.316,3445.6916384005885,83785.43787934871,0,60,4445,0,0.30636246191792943,186987.0,57285.79766664787,1,26499.640212700833,26499.640212700833,83785.4378793487,0.0,3.1056014341896008
660,22.767,3527.8066741205707,80317.57454970303,0,882,9904,0,0.27781835806107036,196891.0,54699.9343370022,1,25617.640212700833,25617.640212700833,80317.57454970304,0.0,2.9603444009729367
661,24.51,3882.86755061677,95169.08366561704,4022,0,15145,0,0.30904866840025375,212036.0,65529.4434529162,1,29639.640212700833,29639.640212700833,95169.08366561704,0.0,3.375273478149108
662,24.349,3891.089349272151,94744.13456542761,2589,0,0,7804,0.3061003875628049,204232.0,62515.49435272677,1,32228.640212700833,32228.640212700833,94744.13456542761,0.0,3.1897803519711707
663,24.42,4288.471771328224,104724.48065583524,1698,0,26040,0,0.3074531008682533,230272.0,70797.84044313442,1,33926.64021270083,33926.64021270083,104724.48065583526,0.0,2.9483217809412823
664,24.016,4276.579892237164,102706.34269196773,1005,0,0,4303,0.29992920479918445,225969.0,67774.70247926691,1,34931.64021270083,34931.64021270083,102706.34269196774,0.0,3.035724652205979
665,26.097,4263.072188707942,111253.39490871115,0,2,0,1033,0.3393132032934272,224936.0,76323.75469601034,1,34929.64021270083,34929.64021270083,111253.39490871117,0.0,3.19498038935871
666,23.966,4375.519278711741,104863.69503360559,4895,0,0,7360,0.29892568491425875,217576.0,65039.05482090476,1,39824.64021270083,39824.64021270083,104863.69503360559,0.0,2.9249882750703153
667,23.923,4406.723107508048,105422.03690091503,2697,0,0,6544,0.29806094188660576,211032.0,62900.39668821418,1,42521.64021270083,42521.64021270083,105422.03690091502,0.0,2.6284116352478173
668,24.986,4350.220623004944,108694.61248640154,2570,0,0,12433,0.3202582705537324,198599.0,63602.9722737007,1,45091.64021270083,45091.64021270083,108694.61248640154,0.0,2.5894199521331798
